id,created_at,favorite_count,retweet_count,text
1412852906949320706,2021-07-07 19:15:57,323,73,"One of the former president’s sons, Edward Zuma, has appeared outside the main gate to the Nkandla homestead, declaring that the only way anyone will enter the property will be by “going over” him.

More here: https://t.co/xH3JZ5kVIb https://t.co/GHpUGZb5eg"
1412852807632363521,2021-07-07 19:15:33,0,0,Ya nor
1412852787097047049,2021-07-07 19:15:28,29,11,"The assassins of Haiti's president were ""professional"" mercenaries who disguised themselves as US agents and may have already left the country.

https://t.co/V4hIa4bPKS"
1412852713096949766,2021-07-07 19:15:10,4,2,"Why the Princess Diana sculpture has garnered criticism | @arts24_sa 

https://t.co/uL7SJmIb1f"
1412852593747972101,2021-07-07 19:14:42,471,38,"So even when I cried I knew I’d be fine, prepare for a miracle blessing in these time."
1412852384108355594,2021-07-07 19:13:52,70,25,"Eastern Cape attorney Sandile Majavu has been sentenced to an effective 10-year jail term for stealing more than R1.8 million from his clients. | @MaliDayimani 

https://t.co/XA64dzY42U"
1412851079566479361,2021-07-07 19:08:41,75,2,It wasn’t supposed to end up here 😂🙆🏽‍♀️ https://t.co/0vpyGlaD0R
1412850831444090896,2021-07-07 19:07:42,784,248,"LIVE | Police water cannon, armoured vehicles en route to Nkandla as Edward Zuma patrols gate brandishing stick

https://t.co/J9dsFlUtr0 https://t.co/20FmzwxVSa"
1412850300436819970,2021-07-07 19:05:35,0,0,Yho https://t.co/R4dVZD5Lhk
1412850249253675012,2021-07-07 19:05:23,0,1,Sihle has such a lovely voice.
1412850131515449348,2021-07-07 19:04:55,56,9,Kaka https://t.co/213E7BbjMu
1412850103920971780,2021-07-07 19:04:48,512,210,True friends don’t talk down on each other.
1412849900006658050,2021-07-07 19:04:00,17,0,my friends who brings flings when they come to my house love me the most.
1412849268730249224,2021-07-07 19:01:29,13,3,Khawenze ebhetere https://t.co/YIfWeLXSCz
1412849206583336962,2021-07-07 19:01:14,9,2,https://t.co/ukdOzXmE3w https://t.co/7UJFfIWs8H
1412848962093072386,2021-07-07 19:00:16,106,48,Please https://t.co/BRaRrZVhhz
1412848894497677318,2021-07-07 19:00:00,92,5,📀
1412848494541512705,2021-07-07 18:58:25,171,6,Mr Fikile Mbalula referring to himself as YOUNG is beyond me! 😂
1412848363167494145,2021-07-07 18:57:53,1,0,🤞🇩🇰🇩🇰 #DEN
1412847653310902272,2021-07-07 18:55:04,3,0,They made my G do way too much on Listing Jozi 😂 Not the Ice bath 😭
1412847597828648961,2021-07-07 18:54:51,11,2,Vooooetsek https://t.co/zYCdCXDX43
1412846216749125633,2021-07-07 18:49:22,181,53,"LIVE | Less than 4 hours left: Vehicle convoy enters compound, under-fire Niehaus arrives at Nkandla

https://t.co/u7fKWJkgw5 https://t.co/gMIs6LM8Rs"
1412845118759919617,2021-07-07 18:45:00,7,0,Here's whats happening tonight on @KhumbulekhayaS1 #SABC1WeMakeSure https://t.co/1POpLHF2Pv
1412844764958015490,2021-07-07 18:43:36,0,0,"☹️☹️☹️I thought Lelethu just disliked, but yho la sisi."
1412844535051341828,2021-07-07 18:42:41,72,17,"Brighton and Hove Albion have blocked Bafana Bafana star Percy Tau from participating at the upcoming Tokyo Olympics. | @Sport24news 

https://t.co/e0CGwa3DjO"
1412844237641682947,2021-07-07 18:41:30,1,0,#Netflix #SellingSunset #Davina https://t.co/03JcHuCjXJ
1412844224970641414,2021-07-07 18:41:27,4,1,Lukas Setto - About Time (Brian Power Real Soul Mix)
1412844197485363202,2021-07-07 18:41:20,19,0,Dr JJ Tabane everyone! 😂
1412843984678969352,2021-07-07 18:40:29,4,0,💀💀💀Tsi
1412843482998358032,2021-07-07 18:38:30,159,4,GOD is working overtime for the girl! 😭🙌
1412843231746867207,2021-07-07 18:37:30,12,0,Motto! https://t.co/PmkmybopvE
1412842544040484869,2021-07-07 18:34:46,17,8,Artwork Sounds &amp; N.W.N - L.O.V.E
1412842526889938946,2021-07-07 18:34:42,286,8,"Thank you for that candid engagement today guys. I enjoyed that ❤️
Hope everyone is having a lovely evening ✨"
1412842237185167360,2021-07-07 18:33:33,4,0,I’m warming up 😂🤪 https://t.co/XwuWxdEvfh
1412842136836337668,2021-07-07 18:33:09,128,28,Your DJ has to be a fan of your music 🔥
1412841911627534345,2021-07-07 18:32:15,9,0,"The battle between sleep and study, internet always win. https://t.co/Gxkjp1EhlU"
1412841848889020418,2021-07-07 18:32:00,0,0,https://t.co/1U8FOtvyPP
1412841800755261451,2021-07-07 18:31:49,36,11,"A 46-year-old woman has died in a house fire in Môregloed, Pretoria, on Wednesday, while her husband managed to escape, along with their dog. | @AlexMitchley 

https://t.co/QjMGRrKwYj"
1412841440745504771,2021-07-07 18:30:23,27,4,"As the pandemic drags on, the continued school closures, lockdown restrictions, illness and isolation might be getting to us, but for the children it can be worse as they lose out on so many of their formative experiences. | @Parent24 

https://t.co/xJXTgjQJqc"
1412841406041890829,2021-07-07 18:30:15,587,74,I remember at school being taught about flowers &amp; trees when in Japan &amp; China they were learning how to build machinery and computers. It was after matric that I started to learn about some of the skills relevant to life. We were educated to be employees than to be employers.
1412841247664971784,2021-07-07 18:29:37,5,1,The hunter will be haunted!
1412841230514495492,2021-07-07 18:29:33,14,3,Girls Please love us like money 😅 https://t.co/4HZv2sW0Ik
1412841105914277888,2021-07-07 18:29:03,2,0,I keep changing the channel 😓 https://t.co/bRfN4tlTEH
1412840939241021449,2021-07-07 18:28:23,12,0,Seeing Lerato Sekele on #TheRiverMzansi just brought so much excitement and joy in my heart 🤩🤩 What a talent 💫 #Witsies
1412840908152786950,2021-07-07 18:28:16,126,29,"The Art of war  from ANC current administration factions  is All about crippling Comrades who are not on their sides, and also sending strong message to those who wanna fight to be silent, as their Skeltons will be used against them"
1412840659799752712,2021-07-07 18:27:17,2,0,Bogobe ke sopo ? Or Sopo ke bogobe ? https://t.co/oMN1nXQmem
1412840444971606017,2021-07-07 18:26:26,16,1,The joy of coming back home late and find your parents aren't home yet . https://t.co/5yy0Xpubiv
1412839888748257281,2021-07-07 18:24:13,256,3,😂😂😂😂😂 https://t.co/BY2e3oKjum
1412839393577123843,2021-07-07 18:22:15,95,8,Bringing new content can be more offensive to people who thought you wouldn't tweets things that awakening South African youth 🇿🇦💔
1412839304968212484,2021-07-07 18:21:54,40,18,"The Garden Route district has seen a 95% spike in Covid-19 infections over the past seven days. | @MarvinCharles_ 

https://t.co/gG0K97upcs"
1412838619505643520,2021-07-07 18:19:10,125,19,"The SA 🇿🇦oppressors would not be so strong if he did not have accomplices amongst the OPPRESSED 💔😭
#ZumaArrest #ZumaJudgment"
1412838580221845515,2021-07-07 18:19:01,2,1,You did something here huh https://t.co/k4TsxmpGQC
1412837927617449987,2021-07-07 18:16:25,4,0,Some of y'all dating to escape loneliness and that's why it isn't working. https://t.co/4FCJgfyCw6
1412837606455382017,2021-07-07 18:15:09,13,6,"The 36-year-old man, who is accused of killing his wife, with an angle grinder appeared in the Mbumbulu Magistrate’s Court on Wednesday morning, on charges of murder. | @WitnessKZN 

https://t.co/9zTTeKe9Ix"
1412837568723533826,2021-07-07 18:15:00,7,1,"Tonight on @Uzalo_SABC1 :

Njeza steals the main power supply cable.

#SABC1WeMakeSure https://t.co/VLCzKnox9a"
1412837475890905095,2021-07-07 18:14:38,14,1,Werner did soo well man
1412836584643252227,2021-07-07 18:11:05,20,4,"Has this chill mushroom been taking over your social media feeds recently? Shroomjak is a variation of the base Wojak character that resembles a mushroom, adorned with a simple smiling face. Learn more about the trending meme in our video breakdown here: https://t.co/dlbW2Gr4la https://t.co/ffHlphAkFY"
1412835951483789314,2021-07-07 18:08:34,69,13,All  SOUTH AFRICAN 🇿🇦Strategical positions are held by Gatekeepers &amp; enemy of progress
1412835454127329281,2021-07-07 18:06:36,173,7,My baby 🥺🖤 https://t.co/4JkY5TB01P
1412835370237050883,2021-07-07 18:06:16,1265,119,"As you sleep tonight, I declare God will surprise you in the morning with breakthroughs and miracles. Sleep well beloved. 🤎🙏🏾🕯."
1412834428246708224,2021-07-07 18:02:31,322,103,#ZumaArrest yah neh.. When bulls fight the grass suffer https://t.co/KJ7PzaNdRI
1412833907389706243,2021-07-07 18:00:27,5,0,I’m just watching Sam Simmonds
1412833902926905345,2021-07-07 18:00:26,1,0,Tweet for the day 💯 https://t.co/0mzwWV1jd4
1412833512051277824,2021-07-07 17:58:53,321,86,"Nobody knows, the troubles I’ve seen’"
1412833388457828356,2021-07-07 17:58:23,0,0,😭 https://t.co/CTGrRnxLps
1412833367456899075,2021-07-07 17:58:18,7,1,Very! #etvScandal https://t.co/kZw9COpXCT
1412833275870072835,2021-07-07 17:57:56,1,1,I now know it’s Cyril who killed Chris Hani 😡
